,attendant,ROI,DTW,PCC,CCC,RMSE,MAE
479,23.0,glabella,1.6874124639557178,0.3247366545357102,0.3129267033392714,1.8884853774669967,3.872246097802736
480,23.0,upper nasal dorsum,2.047990891874363,0.2769879752519829,0.2384625273123356,1.9163933795641719,3.9196184407604564
481,23.0,lower nasal dorsum,2.1305222149412817,0.2755435682085234,0.24245335321233585,2.035721411384738,4.682318573109447
482,23.0,soft triangle,2.0412424400524354,0.18126650613108172,0.1600033817103573,2.3314653820160665,6.321950676635288
483,23.0,left ala,2.2621741838902305,0.20717025037900824,0.16903794696953936,2.3122095822186077,6.034970492994737
484,23.0,right ala,2.24480473413962,0.16773529686936275,0.14220426427713145,2.3335991114619006,6.427359743292996
485,23.0,nasal tip,2.1998712402970972,0.1573363314791109,0.12928964938869278,2.2125921190073194,6.064874233089981
486,23.0,left lower nasal sidewall,2.0224210469885793,0.23273337071694475,0.21064538114523818,1.8877365686265073,3.843278272407456
487,23.0,right lower nasal sidewall,2.205320805818348,0.22045180875816506,0.18377701809068459,1.920049485947618,3.9438032687389604
488,23.0,left mid nasal sidewall,2.2781796991821204,0.18853638221061342,0.15767088118430925,2.220036278316209,6.163945066184219
489,23.0,right mid nasal sidewall,2.1243910319915473,0.17909936087901254,0.15481470659364333,1.9584305079920838,4.095562985481402
490,23.0,philtrum,2.405733514671337,0.19588238261820928,0.15503862921510253,2.8022842743710537,8.536927413175603
491,23.0,left upper lip,2.6663443928630075,0.1320244214628937,0.09795483098921089,4.2347556464968505,19.8967692863283
492,23.0,right upper lip,2.4928769336309755,0.14032560741637748,0.10510075901117409,3.9260164154278843,16.64659457714197
493,23.0,left nasolabial fold,2.2025094720960143,0.165419769402587,0.14348913969155178,2.9026689646547306,9.461178154564168
494,23.0,right nasolabial fold,2.1777955713191104,0.1997781807722277,0.17102744968770392,2.5539685206806726,8.11985564819889
495,23.0,left temporal,2.5785769197656587,0.11316709147034629,0.09025443856774511,4.721247024502525,23.744380739128957
496,23.0,right temporal,2.1552919171672476,0.2208838675575029,0.19575342848419716,2.867001173984485,9.032617781729964
497,23.0,left malar,1.782258705506601,0.28866033151446874,0.270393446749953,1.8998149314032238,3.94728784957162
498,23.0,right malar,1.8598385303541032,0.30674883184639395,0.2759347839559176,2.0304220332298426,4.383131159781256
499,23.0,left lower cheek,2.2517640209963132,0.15649572691169203,0.1355049989636871,3.6098885644638563,13.57331246968882
500,23.0,right lower cheek,2.9520228163091713,0.1223923678737914,0.09732908419647034,2.898650909413136,9.003979719358457
501,23.0,chin,2.5296494834291576,0.19487113980300852,0.15733545721106487,2.639739925067952,7.278774555894552
502,23.0,left marionette fold,2.2888725615292596,0.1584491786909273,0.1404036516398493,4.32050287048744,19.822967967334737
503,23.0,right marionette fold,2.1034425752314783,0.18505052871367503,0.16350074051197416,2.8230099867831684,9.312832134543331
504,24.0,lower medial forehead,2.6541416885337257,0.41051064676083293,0.3105075958900039,4.337804361639282,26.605810156277965
505,24.0,left lower lateral forehead,2.3792763530696663,0.4121540945086039,0.3554946012033828,4.3299292221254015,26.502393091766667
506,24.0,right lower lateral forehead,2.282727590908234,0.3840773330758978,0.3371902290172355,4.309746304605967,26.410594200014646
507,24.0,glabella,2.226624897356231,0.4292564287976262,0.3646789853254146,4.378589535051028,26.74027542827539
508,24.0,upper nasal dorsum,2.2926357733545157,0.38722545670139097,0.33150205606401417,4.322040729565776,26.512475780578566
509,24.0,lower nasal dorsum,2.853412894887343,0.2546968317475498,0.1866970811614243,5.085331635108228,32.078494281654294
510,24.0,soft triangle,2.608729614124648,0.34544731870075146,0.28632190758036236,4.653408391018354,28.86384058173898
511,24.0,left ala,2.847620499506792,0.2449664878007161,0.1891801518099982,4.730265320852548,28.218706427450222
512,24.0,right ala,2.725572658556605,0.23526009606269768,0.18565062661435078,4.791269200993817,27.540406341585584
513,24.0,nasal tip,2.542885131768201,0.2511778349779919,0.20877883989794244,5.503562345748037,35.22375474206038
514,24.0,left lower nasal sidewall,2.574750195394125,0.18647025585892976,0.15312305271376303,5.282327795185049,34.12729665061811
515,24.0,right lower nasal sidewall,2.788038781483928,0.30597711833478564,0.24199302400126804,4.859666725331727,30.176638225633646
516,24.0,left mid nasal sidewall,2.4112748392108796,0.17205394514644762,0.14344518916469123,4.923926078598883,30.30748926152202
517,24.0,right mid nasal sidewall,2.5099240121435145,0.2951406364758179,0.25387766047225807,4.967329498063414,31.37201299451168
518,24.0,philtrum,2.4087162845105374,0.22617120485045233,0.20142653676324027,5.384434183706735,36.03931302758431
519,24.0,left upper lip,2.6292343414078094,0.18395661334825594,0.14884111097539737,6.162466168060924,40.26515537161424
520,24.0,right upper lip,2.7087439845652135,0.12549155009308496,0.08660645796015658,6.7494615715626844,47.178505519990935
521,24.0,left nasolabial fold,2.499426782502538,0.26891318452761465,0.23664695353514756,5.014344502384397,30.83713829326611
522,24.0,right nasolabial fold,2.2098009662493654,0.21346558235723115,0.19237338628033449,5.333979685146756,33.272126083524135
523,24.0,left temporal,2.5532447021451268,0.21038168761433315,0.1707487357347579,5.649494749397677,35.74945471301141
