,attendant,motion,ROI,DTW,PCC,CCC,RMSE,MAE
258,alex,gym,soft triangle,2.354233584,0.101003815,0.086964533,6.327334871,41.05084991
259,alex,gym,left ala,2.454693181,0.096230879,0.081417289,6.721832827,46.71589179
260,alex,gym,right ala,2.46113059,0.129269949,0.105967139,6.39363094,42.35081782
261,alex,gym,nasal tip,2.30679671,0.102014928,0.088527683,6.215815188,39.60790045
262,alex,gym,left lower nasal sidewall,2.363398701,0.09484355,0.079835421,6.362681006,41.67098835
263,alex,gym,right lower nasal sidewall,2.363212084,0.09324922,0.079287288,5.869459958,35.33709476
264,alex,gym,left mid nasal sidewall,2.294371454,0.085359162,0.07306034,6.093442851,38.32654175
265,alex,gym,right mid nasal sidewall,2.363474303,0.111562522,0.093672635,6.245510955,40.01185973
266,alex,gym,philtrum,2.367611879,0.104145447,0.088250261,6.270761092,40.49941347
267,alex,gym,left upper lip,2.348054878,0.094328777,0.080231128,6.0612109,37.69439336
268,alex,gym,right upper lip,2.353329883,0.090093987,0.076074047,6.239904942,40.01167232
269,alex,gym,left nasolabial fold,2.358640981,0.107512044,0.090210624,6.052522588,38.07944892
270,alex,gym,right nasolabial fold,2.455162537,0.111827149,0.090923402,6.297195647,41.02222919
271,alex,gym,left temporal,2.483006425,0.106534227,0.090228023,6.394739411,41.97070701
272,alex,gym,right temporal,2.38446082,0.103881561,0.088271549,6.277748637,40.61473847
273,alex,gym,left malar,2.340204048,0.149782897,0.131505763,6.210720622,40.2811231
274,alex,gym,right malar,2.351490878,0.158404709,0.135411086,5.825419643,35.5552861
275,alex,gym,left lower cheek,2.418432732,0.128595787,0.10833345,6.281460592,41.1406086
276,alex,gym,right lower cheek,2.439700043,0.15315576,0.126719715,5.621489259,33.14595413
277,alex,gym,chin,2.610962575,0.130108749,0.106522368,5.652761369,34.01557693
278,alex,gym,left marionette fold,2.384341926,0.136531551,0.11461029,6.082814899,38.44097187
279,alex,gym,right marionette fold,2.452196417,0.144557348,0.120683022,5.903890082,36.11755195
280,alex,rotation,lower medial forehead,2.407959209,0.255673038,0.224322346,2.535305941,7.374011885
281,alex,rotation,left lower lateral forehead,2.56091364,0.192079219,0.157397406,3.452427864,14.71196855
282,alex,rotation,right lower lateral forehead,2.656024881,0.173066028,0.142218078,2.624810628,8.495111532
283,alex,rotation,glabella,2.399094953,0.253785975,0.223249816,2.2235288,5.81313664
284,alex,rotation,upper nasal dorsum,2.528675088,0.158657225,0.13271437,3.639699826,15.77776164
285,alex,rotation,lower nasal dorsum,2.445005346,0.104384672,0.085761208,4.95532763,26.59398357
286,alex,rotation,soft triangle,2.388484881,0.153977129,0.125356159,4.242218168,19.50985077
287,alex,rotation,left ala,2.424078479,0.141172248,0.118617018,5.140340469,28.20737802
288,alex,rotation,right ala,2.618151226,0.179139153,0.141804909,3.449267875,13.0445456
289,alex,rotation,nasal tip,2.504832365,0.153386196,0.121631662,3.591058153,13.73721635
290,alex,rotation,left lower nasal sidewall,2.531669233,0.196928321,0.166613134,4.872207632,25.73117979
291,alex,rotation,right lower nasal sidewall,2.528925545,0.138207714,0.110970691,4.065035387,18.484304
292,alex,rotation,left mid nasal sidewall,2.608513958,0.102597853,0.079934166,6.212878956,40.81860508
293,alex,rotation,right mid nasal sidewall,2.342722004,0.186565733,0.150443428,4.875509343,25.76663026
294,alex,rotation,philtrum,2.872335111,0.083748805,0.060010356,4.371024256,20.88072285
295,alex,rotation,left upper lip,2.575084384,0.129611749,0.107688344,5.284772396,31.94747301
296,alex,rotation,right upper lip,2.685629294,0.071374611,0.057513192,5.289911849,30.55756552
297,alex,rotation,left nasolabial fold,2.595484982,0.158168485,0.122441921,4.780769048,25.03123257
298,alex,rotation,right nasolabial fold,2.59654574,0.120046847,0.09090834,4.111205359,18.81216428
299,alex,rotation,left temporal,2.416899046,0.152164215,0.126477169,6.352080523,43.21897182
300,alex,rotation,right temporal,2.429493133,0.194018462,0.156271033,3.905043008,17.57823964
301,alex,rotation,left malar,2.583636114,0.175585645,0.141707722,3.995111701,19.14598798
302,alex,rotation,right malar,2.51262929,0.24294281,0.199014711,2.619558445,7.611799791
303,alex,rotation,left lower cheek,2.7613269,0.135650092,0.108152953,4.648820485,24.35516529
