,attendant,motion,ROI,DTW,PCC,CCC,RMSE,MAE
0,angelo,resting,lower medial forehead,2.078192017852646,0.29979692126471696,0.2473901600025428,1.7723945919796134,3.331569523549447
1,angelo,resting,left lower lateral forehead,2.1539329585225846,0.296399499678511,0.24039541439247022,1.7287889889644423,3.1957719931762574
2,angelo,resting,right lower lateral forehead,2.2996829216486137,0.3137792578496331,0.23845314136974818,1.7404747302861154,3.241736446926052
3,angelo,resting,glabella,2.225683677292058,0.2931063335931963,0.2099543752503362,1.735560583726646,3.210516782211833
4,angelo,resting,upper nasal dorsum,2.263321477609605,0.24626738066035478,0.18890015077004876,1.787378134835844,3.3702681707469133
5,angelo,resting,lower nasal dorsum,2.050126312468412,0.2763302746066779,0.22546335208794163,1.767514330625847,3.295625225496884
6,angelo,resting,soft triangle,2.221455061469118,0.2628154881398406,0.20468746961133075,1.7651175912737567,3.319702181283218
7,angelo,resting,left ala,2.383667115665476,0.17835407805605685,0.1225583400153991,3.407196808512384,13.705000638040383
8,angelo,resting,right ala,2.209521704791958,0.2777300679420486,0.22666136770186526,1.7928851590999906,3.4330378244323403
9,angelo,resting,nasal tip,2.0568247887939854,0.2786307437122414,0.22770962357742192,1.9572454510273893,4.137943304985127
10,angelo,resting,left lower nasal sidewall,2.0619295627416454,0.195955786008399,0.16338442067239686,6.958774150431475,52.739256016602035
11,angelo,resting,right lower nasal sidewall,2.195821628789746,0.24727118537657058,0.18468567125513086,1.7606313722515636,3.311162469015187
12,angelo,resting,left mid nasal sidewall,2.1007093687293255,0.17409601244812936,0.13685603445885486,6.031882121066322,40.98355997402332
13,angelo,resting,right mid nasal sidewall,2.016636308232813,0.2814173499549672,0.23440820359423636,1.7898733693904003,3.3931297003845153
14,angelo,resting,philtrum,2.1926040499986263,0.25319721974038006,0.19732605414245202,2.903939351605605,11.582422939766222
15,angelo,resting,left upper lip,2.237876389175367,0.22169915986512523,0.1745671037185677,2.494889385152742,7.631907458984469
16,angelo,resting,right upper lip,2.1992969902708848,0.2778488196827361,0.21569249635068163,1.7992932620029136,3.4018145526563544
17,angelo,resting,left nasolabial fold,2.159533082890768,0.19020754065133458,0.1484340684471468,3.005976581963394,9.790999161073657
18,angelo,resting,right nasolabial fold,2.486052114721678,0.27068923507925025,0.17837431293038142,2.1304499679768027,5.232138043698364
19,angelo,resting,left temporal,2.419797001700011,0.16011635370272312,0.12357537873592335,3.438583858567598,13.036952871731188
20,angelo,resting,right temporal,2.3327733445166134,0.24886442531468328,0.17914684182588717,1.8081108109540658,3.437418671802791
21,angelo,resting,left malar,1.9657945753388708,0.29097696632262576,0.25510324870353757,1.7525748676658182,3.257694522166541
22,angelo,resting,right malar,2.064202942898513,0.30300290680585296,0.2500772409779772,1.769790324474214,3.3265759976261067
23,angelo,resting,left lower cheek,2.117863310892555,0.23305569451320332,0.19719609869571006,2.27517065904536,5.80182408541871
24,angelo,resting,right lower cheek,2.137614418853562,0.27419341090047167,0.22514179920463712,1.7023798846937492,3.0979774213006586
25,angelo,resting,chin,2.0890989183871076,0.29869208427583255,0.2563697456431005,1.7434048573816177,3.2353198087730157
26,angelo,resting,left marionette fold,2.3300985397633793,0.17576198666906215,0.10969475482164574,2.19394564766633,5.398011217011141
27,angelo,resting,right marionette fold,2.0912431018269886,0.25685534276466865,0.20933969215233098,1.7551764436859454,3.3039363365461054
28,angelo,gym,lower medial forehead,2.520303142919949,0.16158935731208832,0.12624491105745303,3.657110040822611,14.672254776581076
29,angelo,gym,left lower lateral forehead,2.4250056942887475,0.14571564288673206,0.11821578225519107,3.665936460300013,15.11804391548135
30,angelo,gym,right lower lateral forehead,2.487945671850884,0.15706219270643168,0.12612666737853329,3.6797417359495697,15.051226892073366
31,angelo,gym,glabella,2.4652000599096553,0.16224494039224227,0.1308638999577083,3.4483785869268733,13.133306689754834
32,angelo,gym,upper nasal dorsum,2.40883093790737,0.13999995558380543,0.1141984257511533,3.911856098504934,16.65148664822411
33,angelo,gym,lower nasal dorsum,2.464976886770535,0.12579010711294372,0.09592427357856288,5.391321448825474,30.001891310222966
34,angelo,gym,soft triangle,2.3925645353509086,0.1331715007417402,0.1063293982110877,4.978891815472009,26.086314464887625
35,angelo,gym,left ala,2.5064178808608224,0.09904479453023754,0.07244975340866411,5.187873151634784,28.073516262071944
36,angelo,gym,right ala,2.5899708911553407,0.11620899743962854,0.0891282290429893,5.676842371124578,33.215686458696766
37,angelo,gym,nasal tip,2.37479279348954,0.11759953839804933,0.09410924204939232,5.460659966498324,30.825104787981154
38,angelo,gym,left lower nasal sidewall,2.4633516095237873,0.10196554167040128,0.0794957122227451,5.2488093594207,28.524223973390523
39,angelo,gym,right lower nasal sidewall,2.486728326381949,0.11316522730087748,0.08861313786291454,5.2714503441619645,28.452585172877203
40,angelo,gym,left mid nasal sidewall,2.54412354283337,0.10279764017958862,0.07311586850109265,5.03736794557906,26.912867184560877
41,angelo,gym,right mid nasal sidewall,2.500827267265721,0.10004334695660659,0.0711662978420547,5.409737560076591,30.746736474420867
42,angelo,gym,philtrum,2.5559353905856708,0.11678649493538987,0.0883906772360428,4.798484828350837,24.130069284767657
43,angelo,gym,left upper lip,2.4135039070802415,0.09965400911708447,0.0768566944208844,5.508539649811722,31.673173391938214
44,angelo,gym,right upper lip,2.4755679476031047,0.11515334877557146,0.09039743068236183,4.972481850320511,25.986593416156918
45,angelo,gym,left nasolabial fold,2.552397326448162,0.1281925055047946,0.10381648330840083,5.413857328451088,30.346907391088873
