,attendant,condition,ROI,DTW,PCC,CCC,RMSE,MAE
132,5.0,1.0,right temporal,2.599307687021085,0.1807000015780976,0.14484038386809495,3.6048870279257423,14.485020626552508
133,5.0,1.0,left malar,2.867549577183579,0.2723383578394001,0.19548712141089622,2.5849811401338445,7.313050288928556
134,5.0,1.0,right malar,2.5717107192767665,0.223774879260695,0.17180126610530203,3.4972334832671463,13.317544707675284
135,5.0,1.0,left lower cheek,2.947060992315977,0.2646555347839888,0.1791274062193732,2.6571179203969844,8.212833905391557
136,5.0,1.0,right lower cheek,2.7064855288035634,0.23466680416372607,0.16955361175311862,2.6543941209609403,8.139931930114656
137,5.0,1.0,chin,2.735031011353293,0.19501841415847496,0.14452044287512936,3.196654372148878,11.379755630863944
138,5.0,1.0,left marionette fold,2.5197965828078597,0.3183878792602832,0.25028672430409926,2.3007291714484412,5.849722267712668
139,5.0,1.0,right marionette fold,2.649421209843285,0.34016554242967884,0.2521844275149287,2.145920924228018,5.129734050796996
140,6.0,1.0,lower medial forehead,2.3508044638141827,0.433051608538828,0.33262976856992094,2.5749830952525996,9.454825851019617
141,6.0,1.0,left lower lateral forehead,2.278561399618696,0.4283831140014915,0.3242224690213417,2.538533831352121,9.36679659164141
142,6.0,1.0,right lower lateral forehead,2.3879490030072934,0.42772542057637414,0.33995163001813733,2.546213240869435,9.375214538970367
143,6.0,1.0,glabella,2.2863857712291016,0.442889055013675,0.33645391460019775,2.53993596533365,9.370269174444879
144,6.0,1.0,upper nasal dorsum,2.307613471445606,0.41670272469243563,0.3315489760733838,2.536474563977252,9.320965037946946
145,6.0,1.0,lower nasal dorsum,2.4634141037945008,0.3016183138117418,0.21168673084720654,2.929799993963372,11.566368546342094
146,6.0,1.0,soft triangle,2.359517403364094,0.4278898718937172,0.3430569977204436,2.6032146802406677,9.55663028696839
147,6.0,1.0,left ala,2.479415773958667,0.4102862012710215,0.31020279247147925,2.4727183347176656,8.403560674671784
148,6.0,1.0,right ala,2.459964904149566,0.3726838063099817,0.2863816543141848,2.544102345270778,9.113009183399194
149,6.0,1.0,nasal tip,2.405057336625812,0.37885590624116255,0.2983902430726455,2.7545259854507798,10.549840846273723
150,6.0,1.0,left lower nasal sidewall,2.5075703755337777,0.41046130904032746,0.3078514428771544,2.595799324397813,9.555679027560007
151,6.0,1.0,right lower nasal sidewall,2.379567707406428,0.36928256288710726,0.2931181920620139,2.6294624443872125,9.697418742630703
152,6.0,1.0,left mid nasal sidewall,2.3878134294671476,0.3233869248039841,0.25693971832772833,3.11851356169991,12.27794776184836
153,6.0,1.0,right mid nasal sidewall,2.273637281573203,0.3370344727333079,0.27013003459284635,2.6139704530995895,9.744694615133893
154,6.0,1.0,philtrum,2.275376710335734,0.4224669350648939,0.33668831614744416,2.6244502177221896,10.244269957868573
155,6.0,1.0,left upper lip,2.4285453411496705,0.40238227081161676,0.29922814966454114,2.5690696089642877,9.4681115519143
156,6.0,1.0,right upper lip,2.3331816843286646,0.40511095494566096,0.3187811015133793,2.7014965735375918,10.606940091111394
157,6.0,1.0,left nasolabial fold,2.3415873621709764,0.4259760791909506,0.33263395408113455,2.5782660917025,9.456360553225508
158,6.0,1.0,right nasolabial fold,2.3295178561728873,0.39753114442096577,0.30531388588396335,2.649683565009706,10.202597068451679
159,6.0,1.0,left temporal,2.371456323728925,0.391876653156352,0.3106563525660057,2.562576108968868,9.473933499261124
160,6.0,1.0,right temporal,2.318542612780039,0.32393033829043366,0.24315314021591147,2.643389161185834,9.96362562405911
161,6.0,1.0,left malar,2.57154068691256,0.3373482564293033,0.2631259888528053,3.03792840569721,12.040788411915615
162,6.0,1.0,right malar,2.730955161261649,0.3242159050297615,0.2485600136301649,3.2291033972223206,13.262883814764999
163,6.0,1.0,left lower cheek,2.3448511110986154,0.4255948862773689,0.317548874005102,2.5424958852181483,9.373339553368794
164,6.0,1.0,right lower cheek,2.3966490755434147,0.3816231077574079,0.29596061065307544,2.5534055006742626,9.369193154672615
165,6.0,1.0,chin,2.316423426413787,0.46991921827488664,0.36180764941830595,2.5481232484668874,9.371940165117751
166,6.0,1.0,left marionette fold,2.28136443604313,0.4486385705608626,0.3483179889123981,2.5327255536045894,9.361878053763267
167,6.0,1.0,right marionette fold,2.279610222429494,0.41714575856086933,0.33258962481591486,2.670094496305253,10.58756625200111
168,7.0,1.0,lower medial forehead,2.6839347763662835,0.28040941782870304,0.19972911768961252,1.66841495798952,3.0135024975959266
169,7.0,1.0,left lower lateral forehead,2.6107602927231257,0.27999558446172196,0.20436246457653723,1.6567342665688334,3.0158898318398086
170,7.0,1.0,right lower lateral forehead,2.6446036220554987,0.2216783609025976,0.1697801736056958,1.728663591883608,3.2374411512775088
171,7.0,1.0,glabella,2.6322007984784084,0.2910593372934242,0.19972475481647095,1.5790057690729031,2.775373779375873
172,7.0,1.0,upper nasal dorsum,2.7406194425048844,0.2957829463461572,0.21841380808344746,1.6659213350599875,3.0065332602496384
173,7.0,1.0,lower nasal dorsum,2.716142909163442,0.29502147737287093,0.20330263347442865,1.6001696201247908,2.810956300118252
174,7.0,1.0,soft triangle,2.733036263359125,0.29269430916832523,0.19808072896827567,1.5886467827951296,2.792979888637631
175,7.0,1.0,left ala,2.7432997980779,0.27605405835646185,0.19193942319995777,1.6367072836857341,2.946332637288083
176,7.0,1.0,right ala,2.7598613557580896,0.27713396638265453,0.1945420707332108,1.701697796196654,3.1548427987845624
177,7.0,1.0,nasal tip,2.7340438618999103,0.29292209389690416,0.20957413987480294,1.6008263297459224,2.824674410684694
178,7.0,1.0,left lower nasal sidewall,2.6558090459417514,0.26237594800143976,0.1846897109122367,1.5988969931477977,2.8383078491410303
179,7.0,1.0,right lower nasal sidewall,2.814457207789636,0.2674852770508087,0.1789166297495988,1.6178925260919528,2.9062922826641566
180,7.0,1.0,left mid nasal sidewall,2.6928301040531313,0.22412085470949492,0.1715636917513003,2.131856204760812,5.171315179784604
181,7.0,1.0,right mid nasal sidewall,2.9647577204922975,0.2190416391454324,0.16165997010759287,2.6499461498244052,7.780825310010149
182,7.0,1.0,philtrum,2.8123319971615883,0.28094243707424904,0.19718254923347975,1.6740143178374238,3.12652829734767
183,7.0,1.0,left upper lip,2.9947180882491033,0.22764260245574197,0.16676941639053455,1.918055554303167,4.197709850005909
184,7.0,1.0,right upper lip,2.8564227291603888,0.2641515922235958,0.19162129858227153,1.7522681961293953,3.4583471295284123
185,7.0,1.0,left nasolabial fold,2.9532550403444446,0.2854644743039149,0.1959074917036634,1.65896672761193,3.200952571068306
186,7.0,1.0,right nasolabial fold,2.8401055904213908,0.2971991346861416,0.2103867093342022,1.6882104804868288,3.2760349035435463
187,7.0,1.0,left temporal,3.22240971893583,0.16515535019030825,0.10688219912294027,3.599020894046905,13.97474843645227
188,7.0,1.0,right temporal,2.8269715262536663,0.1480710731350581,0.11434557380173027,4.967916202202553,26.703457989115538
189,7.0,1.0,left malar,2.7780329378707607,0.2886879464533368,0.19637639929358974,1.632435711467179,2.927348140205677
190,7.0,1.0,right malar,2.739177269636761,0.3096256401618107,0.2129222538359529,1.6081273313848659,2.83248663850963
191,7.0,1.0,left lower cheek,2.723488249532547,0.2919213411662538,0.21299288911628594,1.703246120216779,3.2657847029871787
192,7.0,1.0,right lower cheek,2.861149647201137,0.2882011823513459,0.1931478299129971,1.5896715051765233,2.7673164645297934
193,7.0,1.0,chin,2.9105714518393326,0.28409784464171434,0.1955913781606902,1.8698657962427332,4.060945139006801
194,7.0,1.0,left marionette fold,2.8828726701592537,0.27499666503869097,0.18517811808529652,1.5972729217929718,2.830190121106532
195,7.0,1.0,right marionette fold,2.7693842407162292,0.25329791366738363,0.17520574172745867,1.5942059235984887,2.8223660903587056
196,8.0,1.0,lower medial forehead,2.4826057256356173,0.10882861527458335,0.08741438510344232,5.333084383440058,29.452782290907663
197,8.0,1.0,left lower lateral forehead,2.571917229913106,0.06641913302098469,0.049348885085220784,5.654728990720855,33.356763873743425
198,8.0,1.0,right lower lateral forehead,2.6437124823226683,0.1061931117397749,0.07875519117215872,5.200310084279334,28.078582233348804
199,8.0,1.0,glabella,2.510056076630049,0.10983635711124186,0.08299043726650765,5.367031867245696,29.556240459837532
200,8.0,1.0,upper nasal dorsum,2.377470171889481,0.09195658201730879,0.07154752443756411,5.481303648770854,30.824421392658994
201,8.0,1.0,lower nasal dorsum,2.666614791568466,0.08747147691726148,0.07053159988379487,5.410530235395278,30.00219576142817
